candidate_id,candidate_name,candidate_email,role,applied_on,cv_tier,invited_on,answers_submitted_on,outcome,outcome_on
C3368,Duc Duc Hoang,duc.hoang.duc84@example.com,Finance Analyst,2026-09-09,Tier 2,2026-09-11,2026-09-13,awaiting_decision,
C3375,Vy Thi Vu,vy.vu.thi36@example.com,Backend Engineer,2026-09-09,Tier 1,2026-09-11,2026-09-12,awaiting_decision,
C3393,My Gia Huynh,my.huynh.gia36@example.com,Marketing Coordinator,2026-09-09,Tier 2,2026-09-10,2026-09-14,awaiting_decision,
C3403,Hai Hoang Pham,hai.pham.hoang39@example.com,Finance Analyst,2026-09-09,Tier 1,2026-09-10,2026-09-14,withdrew,2026-09-18
C3410,My Van Nguyen,my.nguyen.van66@example.com,Backend Engineer,2026-09-09,Tier 1,2026-09-11,2026-09-15,withdrew,2026-09-19
C3412,Nhi Ngoc Vo,nhi.vo.ngoc51@example.com,Backend Engineer,2026-09-09,Tier 3,,,not_invited,2026-09-11
C3413,Khanh Kim Tran,khanh.tran.kim94@example.com,Sales Executive,2026-09-09,Tier 1,2026-09-12,2026-09-16,awaiting_decision,
C2041,Nhi Van Tran,nhi.tran.van26@example.com,Backend Engineer,2026-09-10,Tier 1,2026-09-13,2026-09-14,awaiting_decision,
C2049,Chi Minh Le,chi.le.minh55@example.com,Marketing Coordinator,2026-09-10,Tier 1,2026-09-13,2026-09-17,awaiting_decision,
C3356,Ngoc Thu Truong,ngoc.truong.thu23@example.com,Backend Engineer,2026-09-10,Tier 1,2026-09-13,2026-09-15,withdrew,2026-09-20
C3362,Tam Hoang Do,tam.do.hoang36@example.com,Backend Engineer,2026-09-10,Tier 2,2026-09-11,2026-09-14,awaiting_decision,
C3365,Tuan Thu Ly,tuan.ly.thu92@example.com,Backend Engineer,2026-09-10,Tier 2,2026-09-13,,awaiting_decision,
C3369,Hoa Duc Huynh,hoa.huynh.duc29@example.com,Marketing Coordinator,2026-09-10,Tier 2,2026-09-12,2026-09-15,awaiting_decision,
C3379,Hoa Duc Ngo,hoa.ngo.duc61@example.com,Sales Executive,2026-09-10,Tier 2,2026-09-12,2026-09-14,awaiting_decision,
C3382,Giang Van Vo,giang.vo.van68@example.com,Marketing Coordinator,2026-09-10,Tier 2,2026-09-12,2026-09-14,awaiting_decision,
C3383,Ngoc Ngoc Le,ngoc.le.ngoc35@example.com,Backend Engineer,2026-09-10,Tier 2,2026-09-12,2026-09-15,awaiting_decision,
C3386,Linh Ngoc Huynh,linh.huynh.ngoc87@example.com,Sales Executive,2026-09-10,Tier 3,,,not_invited,2026-09-12
C3399,Hoa Bao Huynh,hoa.huynh.bao81@example.com,Sales Executive,2026-09-10,Tier 1,2026-09-13,,awaiting_decision,
C3405,Thanh Thi Truong,thanh.truong.thi86@example.com,Finance Analyst,2026-09-10,Tier 3,,,not_invited,2026-09-12
C2045,Phuong Hoang Truong,phuong.truong.hoang48@example.com,Finance Analyst,2026-09-11,Tier 3,2026-09-13,2026-09-16,awaiting_decision,
C2052,An Kim Phan,an.phan.kim10@example.com,Sales Executive,2026-09-11,Tier 1,2026-09-14,2026-09-18,awaiting_decision,
C3359,Nam Duc Phan,nam.phan.duc27@example.com,Sales Executive,2026-09-11,Tier 2,2026-09-14,,awaiting_decision,
C3360,Nam Hoang Ly,nam.ly.hoang78@example.com,Marketing Coordinator,2026-09-11,Tier 2,2026-09-13,2026-09-14,awaiting_decision,
C3374,Khanh Thi Tran,khanh.tran.thi25@example.com,Finance Analyst,2026-09-11,Tier 3,2026-09-13,2026-09-16,awaiting_decision,
C3384,Khanh Thu Vo,khanh.vo.thu28@example.com,Customer Success Associate,2026-09-11,Tier 3,,,not_invited,2026-09-13
C3389,Kiet Duc Pham,kiet.pham.duc65@example.com,Finance Analyst,2026-09-11,Tier 3,,,not_invited,2026-09-14
C3395,Hieu Thu Tran,hieu.tran.thu50@example.com,Customer Success Associate,2026-09-11,Tier 1,2026-09-14,2026-09-16,awaiting_decision,
C3397,Ha Thu Truong,ha.truong.thu52@example.com,Sales Executive,2026-09-11,Tier 1,2026-09-12,2026-09-15,awaiting_decision,
C3409,Kiet Thi Phan,kiet.phan.thi91@example.com,Marketing Coordinator,2026-09-11,Tier 2,2026-09-12,,no_answers_received,2026-09-19
C2042,Tam Thu Ly,tam.ly.thu85@example.com,Sales Executive,2026-09-12,Tier 3,2026-09-14,2026-09-15,awaiting_decision,
C2047,Phuc Duc Ngo,phuc.ngo.duc67@example.com,Sales Executive,2026-09-12,Tier 1,2026-09-13,2026-09-17,awaiting_decision,
C2048,Quang Ngoc Vu,quang.vu.ngoc92@example.com,Customer Success Associate,2026-09-12,Tier 3,2026-09-13,2026-09-17,awaiting_decision,
C3367,Nam Bao Bui,nam.bui.bao91@example.com,Sales Executive,2026-09-12,Tier 1,2026-09-15,2026-09-19,awaiting_decision,
C3372,My Minh Do,my.do.minh56@example.com,Marketing Coordinator,2026-09-12,Tier 2,2026-09-13,2026-09-14,awaiting_decision,
C3373,Thao Van Truong,thao.truong.van76@example.com,Marketing Coordinator,2026-09-12,Tier 1,2026-09-13,2026-09-16,awaiting_decision,
C3380,Kiet Duc Do,kiet.do.duc14@example.com,Marketing Coordinator,2026-09-12,Tier 3,,,not_invited,2026-09-14
C3381,Tam Minh Pham,tam.pham.minh41@example.com,Customer Success Associate,2026-09-12,Tier 3,,,not_invited,2026-09-13
C3396,Loan Thi Bui,loan.bui.thi31@example.com,Sales Executive,2026-09-12,Tier 3,,,not_invited,2026-09-14
C3398,Kiet Gia Truong,kiet.truong.gia39@example.com,Sales Executive,2026-09-12,Tier 3,,,not_invited,2026-09-13
C3400,Mai Ngoc Dang,mai.dang.ngoc22@example.com,Customer Success Associate,2026-09-12,Tier 1,2026-09-15,2026-09-16,awaiting_decision,
C2050,Tuan Kim Ly,tuan.ly.kim83@example.com,Finance Analyst,2026-09-13,Tier 3,2026-09-14,2026-09-18,awaiting_decision,
C2051,Hoa Duc Vo,hoa.vo.duc76@example.com,Backend Engineer,2026-09-13,Tier 2,2026-09-16,2026-09-20,awaiting_decision,
C3361,Loan Bao Phan,loan.phan.bao96@example.com,Customer Success Associate,2026-09-13,Tier 3,2026-09-15,,awaiting_decision,
C3376,Giang Thu Hoang,giang.hoang.thu80@example.com,Customer Success Associate,2026-09-13,Tier 3,,,not_invited,2026-09-15
C3388,Nam Hoang Pham,nam.pham.hoang91@example.com,Customer Success Associate,2026-09-13,Tier 2,2026-09-14,2026-09-17,awaiting_decision,
C3391,Hoa Thi Huynh,hoa.huynh.thi59@example.com,Backend Engineer,2026-09-13,Tier 3,,,not_invited,2026-09-16
C3402,Ngoc Kim Pham,ngoc.pham.kim46@example.com,Backend Engineer,2026-09-13,Tier 2,2026-09-15,,awaiting_decision,
C3406,Chi Hoang Hoang,chi.hoang.hoang23@example.com,Backend Engineer,2026-09-13,Tier 3,2026-09-15,,awaiting_decision,
C2053,Thanh Minh Vu,thanh.vu.minh75@example.com,Customer Success Associate,2026-09-14,Tier 1,2026-09-17,2026-09-19,awaiting_decision,
C3417,Dung Van Do,dung.do.van57@example.com,Sales Executive,2026-09-14,Tier 2,2026-09-17,2026-09-20,awaiting_decision,
C3418,Hieu Thi Phan,hieu.phan.thi59@example.com,Finance Analyst,2026-09-14,Tier 2,2026-09-16,2026-09-20,awaiting_decision,
C3431,My Thu Ngo,my.ngo.thu76@example.com,Backend Engineer,2026-09-14,Tier 2,2026-09-17,2026-09-19,awaiting_decision,
C3434,Hieu Ngoc Ly,hieu.ly.ngoc44@example.com,Sales Executive,2026-09-14,Tier 3,,,not_invited,2026-09-15
C3443,Thanh Kim Ly,thanh.ly.kim48@example.com,Finance Analyst,2026-09-14,Tier 2,2026-09-16,2026-09-19,awaiting_decision,
C3452,Thao Thi Le,thao.le.thi88@example.com,Finance Analyst,2026-09-14,Tier 1,2026-09-16,2026-09-19,awaiting_decision,
C3454,Bao Ngoc Phan,bao.phan.ngoc49@example.com,Customer Success Associate,2026-09-14,Tier 2,2026-09-17,,awaiting_decision,
C3465,Dung Thu Huynh,dung.huynh.thu38@example.com,Backend Engineer,2026-09-14,Tier 2,2026-09-17,2026-09-18,awaiting_decision,
C3475,Tam Thi Do,tam.do.thi22@example.com,Finance Analyst,2026-09-14,Tier 1,2026-09-16,2026-09-18,awaiting_decision,
C3478,Thao Duc Le,thao.le.duc29@example.com,Finance Analyst,2026-09-14,Tier 3,,,not_invited,2026-09-15
C2055,Hieu Kim Ngo,hieu.ngo.kim95@example.com,Finance Analyst,2026-09-15,Tier 2,2026-09-16,2026-09-20,awaiting_decision,
C2057,My Ngoc Ngo,my.ngo.ngoc24@example.com,Sales Executive,2026-09-15,Tier 1,2026-09-18,2026-09-19,awaiting_decision,
C2058,Hoa Minh Ly,hoa.ly.minh71@example.com,Finance Analyst,2026-09-15,Tier 2,2026-09-16,2026-09-19,awaiting_decision,
C3429,Ha Minh Vo,ha.vo.minh50@example.com,Backend Engineer,2026-09-15,Tier 3,,,not_invited,2026-09-17
C3432,Giang Gia Nguyen,giang.nguyen.gia44@example.com,Finance Analyst,2026-09-15,Tier 1,2026-09-18,,awaiting_decision,
C3439,Hieu Van Vo,hieu.vo.van26@example.com,Marketing Coordinator,2026-09-15,Tier 3,2026-09-16,2026-09-18,awaiting_decision,
C3442,Trang Van Vu,trang.vu.van92@example.com,Customer Success Associate,2026-09-15,Tier 1,2026-09-18,,awaiting_decision,
C3444,Trang Van Truong,trang.truong.van96@example.com,Backend Engineer,2026-09-15,Tier 1,2026-09-17,,awaiting_decision,
C3450,Phuong Thu Vu,phuong.vu.thu89@example.com,Finance Analyst,2026-09-15,Tier 3,,,not_invited,2026-09-16
C3455,Kiet Hoang Vo,kiet.vo.hoang84@example.com,Backend Engineer,2026-09-15,Tier 3,,,not_invited,2026-09-16
C3459,Tuan Minh Le,tuan.le.minh24@example.com,Finance Analyst,2026-09-15,Tier 2,2026-09-17,2026-09-20,awaiting_decision,
C3470,Yen Bao Do,yen.do.bao67@example.com,Sales Executive,2026-09-15,Tier 2,2026-09-16,2026-09-19,awaiting_decision,
C3473,Linh Minh Vo,linh.vo.minh36@example.com,Finance Analyst,2026-09-15,Tier 3,,,not_invited,2026-09-17
C3477,Dung Kim Vo,dung.vo.kim53@example.com,Sales Executive,2026-09-15,Tier 2,2026-09-17,2026-09-19,awaiting_decision,
C2054,Vy Bao Do,vy.do.bao12@example.com,Marketing Coordinator,2026-09-16,Tier 3,2026-09-18,2026-09-19,awaiting_decision,
C3419,Dung Hoang Do,dung.do.hoang36@example.com,Backend Engineer,2026-09-16,Tier 3,,,not_invited,2026-09-19
C3420,Phuc Bao Truong,phuc.truong.bao26@example.com,Backend Engineer,2026-09-16,Tier 1,2026-09-18,,awaiting_decision,
C3422,Bao Thi Phan,bao.phan.thi67@example.com,Marketing Coordinator,2026-09-16,Tier 1,2026-09-19,,awaiting_decision,
C3425,Dung Bao Phan,dung.phan.bao87@example.com,Customer Success Associate,2026-09-16,Tier 2,2026-09-17,2026-09-20,awaiting_decision,
C3428,Khanh Minh Truong,khanh.truong.minh30@example.com,Marketing Coordinator,2026-09-16,Tier 3,,,not_invited,2026-09-19
C3433,Hai Thi Huynh,hai.huynh.thi15@example.com,Sales Executive,2026-09-16,Tier 2,2026-09-18,2026-09-19,awaiting_decision,
C3436,Tam Bao Pham,tam.pham.bao44@example.com,Backend Engineer,2026-09-16,Tier 2,2026-09-17,2026-09-20,awaiting_decision,
C3438,Phuc Ngoc Ly,phuc.ly.ngoc16@example.com,Customer Success Associate,2026-09-16,Tier 3,,,not_invited,2026-09-18
C3461,Sang Gia Pham,sang.pham.gia74@example.com,Sales Executive,2026-09-16,Tier 3,2026-09-18,,awaiting_decision,
C3462,Nam Kim Vu,nam.vu.kim40@example.com,Finance Analyst,2026-09-16,Tier 3,2026-09-19,,awaiting_decision,
C3471,An Gia Bui,an.bui.gia72@example.com,Sales Executive,2026-09-16,Tier 2,2026-09-18,2026-09-20,awaiting_decision,
C2056,Quang Kim Pham,quang.pham.kim89@example.com,Backend Engineer,2026-09-17,Tier 3,2026-09-18,2026-09-19,awaiting_decision,
C3423,Dung Thi Phan,dung.phan.thi28@example.com,Customer Success Associate,2026-09-17,Tier 1,2026-09-18,,awaiting_decision,
C3430,Tuan Minh Ngo,tuan.ngo.minh99@example.com,Finance Analyst,2026-09-17,Tier 3,,,not_invited,2026-09-18
C3440,Duc Kim Pham,duc.pham.kim80@example.com,Sales Executive,2026-09-17,Tier 3,2026-09-19,2026-09-20,awaiting_decision,
C3446,Hoa Kim Le,hoa.le.kim50@example.com,Sales Executive,2026-09-17,Tier 3,,,not_invited,2026-09-18
C3449,Trang Duc Truong,trang.truong.duc46@example.com,Customer Success Associate,2026-09-17,Tier 2,2026-09-19,2026-09-20,awaiting_decision,
C3453,Yen Duc Phan,yen.phan.duc94@example.com,Marketing Coordinator,2026-09-17,Tier 3,,,not_invited,2026-09-20
C3458,Sang Ngoc Nguyen,sang.nguyen.ngoc45@example.com,Finance Analyst,2026-09-17,Tier 3,,,not_invited,2026-09-20
C3466,Ngoc Kim Le,ngoc.le.kim80@example.com,Backend Engineer,2026-09-17,Tier 2,2026-09-20,,awaiting_decision,
C3467,Hoa Kim Truong,hoa.truong.kim19@example.com,Marketing Coordinator,2026-09-17,Tier 2,2026-09-20,,awaiting_decision,
C3421,Thanh Hoang Phan,thanh.phan.hoang79@example.com,Sales Executive,2026-09-18,Tier 3,,,not_invited,2026-09-20
C3427,Ha Duc Vo,ha.vo.duc15@example.com,Customer Success Associate,2026-09-18,Tier 2,2026-09-20,,awaiting_decision,
C3435,Thao Hoang Do,thao.do.hoang91@example.com,Marketing Coordinator,2026-09-18,Tier 2,,,awaiting_decision,
C3445,Giang Hoang Dang,giang.dang.hoang78@example.com,Customer Success Associate,2026-09-18,Tier 2,2026-09-20,,awaiting_decision,
C3447,Quang Thi Vo,quang.vo.thi65@example.com,Customer Success Associate,2026-09-18,Tier 3,,,not_invited,2026-09-19
C3456,Hai Hoang Ngo,hai.ngo.hoang57@example.com,Backend Engineer,2026-09-18,Tier 2,,,awaiting_decision,
C3474,Nam Hoang Nguyen,nam.nguyen.hoang29@example.com,Backend Engineer,2026-09-18,Tier 2,2026-09-19,,awaiting_decision,
C3448,Yen Hoang Bui,yen.bui.hoang22@example.com,Backend Engineer,2026-09-19,Tier 2,2026-09-20,,awaiting_decision,
C3451,Tuan Thi Ly,tuan.ly.thi39@example.com,Backend Engineer,2026-09-19,Tier 3,,,not_invited,2026-09-20
C3457,My Ngoc Nguyen,my.nguyen.ngoc17@example.com,Backend Engineer,2026-09-19,Tier 1,,,awaiting_decision,
C3464,Linh Gia Vu,linh.vu.gia37@example.com,Sales Executive,2026-09-19,Tier 3,,,not_invited,2026-09-20
C3469,Thao Duc Huynh,thao.huynh.duc71@example.com,Finance Analyst,2026-09-19,Tier 2,,,awaiting_decision,
C3424,Linh Hoang Pham,linh.pham.hoang76@example.com,Backend Engineer,2026-09-20,Tier 1,,,awaiting_decision,
C3426,Hieu Duc Tran,hieu.tran.duc21@example.com,Finance Analyst,2026-09-20,Tier 1,,,awaiting_decision,
C3437,Hieu Van Le,hieu.le.van44@example.com,Backend Engineer,2026-09-20,Tier 1,,,awaiting_decision,
C3441,Nhi Bao Vo,nhi.vo.bao74@example.com,Customer Success Associate,2026-09-20,Tier 2,,,awaiting_decision,
C3460,Loan Van Pham,loan.pham.van61@example.com,Customer Success Associate,2026-09-20,Tier 3,,,awaiting_decision,
C3463,Mai Bao Dang,mai.dang.bao74@example.com,Sales Executive,2026-09-20,Tier 3,,,awaiting_decision,
C3468,Trang Thu Hoang,trang.hoang.thu54@example.com,Finance Analyst,2026-09-20,Tier 2,,,awaiting_decision,
C3472,Nam Gia Pham,nam.pham.gia14@example.com,Sales Executive,2026-09-20,Tier 3,,,awaiting_decision,
C3476,Linh Duc Phan,linh.phan.duc85@example.com,Customer Success Associate,2026-09-20,Tier 2,,,awaiting_decision,
